Event_Id,Event_Name,Sub_Event_Name,Event_Tag,Event_position,Event_Team,Event Sec,Sec_Before_Goal,X,Y,Match_Label,Match_Period,Match_Winner,Player_Name,Player_Role,Player_Goals_Scored,Player_Role_Calculated
263153934,Duel,Ground loose ball duel,Accurate,1,Croatia,148.533644,137.14045,40,86,Croatia - England. 2 - 1 (E),1H,Croatia,Sime Vrsaljko,Defender,0,right MF
263153934,Duel,Ground loose ball duel,Accurate,2,Croatia,148.533644,137.14045,54,100,Croatia - England. 2 - 1 (E),1H,Croatia,Sime Vrsaljko,Defender,0,right MF
263153938,Duel,Ground loose ball duel,Neutral,1,England,148.649024,137.02507,60,14,Croatia - England. 2 - 1 (E),1H,Croatia,Ashley  Young,Defender,0,left MF
263153938,Duel,Ground loose ball duel,Neutral,2,England,148.649024,137.02507,46,0,Croatia - England. 2 - 1 (E),1H,Croatia,Ashley  Young,Defender,0,left MF
263153938,Duel,Ground loose ball duel,Accurate,1,England,148.649024,137.02507,60,14,Croatia - England. 2 - 1 (E),1H,Croatia,Ashley  Young,Defender,0,left MF
263153938,Duel,Ground loose ball duel,Accurate,2,England,148.649024,137.02507,46,0,Croatia - England. 2 - 1 (E),1H,Croatia,Ashley  Young,Defender,0,left MF
263153937,Free Kick,Throw in,Accurate,1,Croatia,165.081831,120.592263,54,100,Croatia - England. 2 - 1 (E),1H,Croatia,Sime Vrsaljko,Defender,0,right MF
263153937,Free Kick,Throw in,Accurate,2,Croatia,165.081831,120.592263,63,73,Croatia - England. 2 - 1 (E),1H,Croatia,Sime Vrsaljko,Defender,0,right MF
263153939,Duel,Air duel,Lost,1,England,167.019436,118.654658,37,27,Croatia - England. 2 - 1 (E),1H,Croatia,Jordan Brian Henderson,Midfielder,0,central MF
263153939,Duel,Air duel,Lost,2,England,167.019436,118.654658,31,25,Croatia - England. 2 - 1 (E),1H,Croatia,Jordan Brian Henderson,Midfielder,0,central MF
263153939,Duel,Air duel,Not accurate,1,England,167.019436,118.654658,37,27,Croatia - England. 2 - 1 (E),1H,Croatia,Jordan Brian Henderson,Midfielder,0,central MF
263153939,Duel,Air duel,Not accurate,2,England,167.019436,118.654658,31,25,Croatia - England. 2 - 1 (E),1H,Croatia,Jordan Brian Henderson,Midfielder,0,central MF
263156318,Duel,Air duel,Won,1,Croatia,167.019436,118.654658,63,73,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156318,Duel,Air duel,Won,2,Croatia,167.019436,118.654658,69,75,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156318,Duel,Air duel,Accurate,1,Croatia,167.019436,118.654658,63,73,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
263156318,Duel,Air duel,Accurate,2,Croatia,167.019436,118.654658,69,75,Croatia - England. 2 - 1 (E),1H,Croatia,Mario Mandzukic,Forward,1,central FW
